instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
24104194,94157,EXIDEIND25JUL385CE,EXIDEIND,0.0,2025-07-31,385.0,0.05,1800,CE,NFO-OPT,NFO
24104450,94158,EXIDEIND25JUL385PE,EXIDEIND,0.0,2025-07-31,385.0,0.05,1800,PE,NFO-OPT,NFO
24099074,94137,EXIDEIND25JUL375CE,EXIDEIND,0.0,2025-07-31,375.0,0.05,1800,CE,NFO-OPT,NFO
24103938,94156,EXIDEIND25JUL375PE,EXIDEIND,0.0,2025-07-31,375.0,0.05,1800,PE,NFO-OPT,NFO
23202050,90633,EXIDEIND25JUL390CE,EXIDEIND,0.0,2025-07-31,390.0,0.05,1800,CE,NFO-OPT,NFO
23202306,90634,EXIDEIND25JUL390PE,EXIDEIND,0.0,2025-07-31,390.0,0.05,1800,PE,NFO-OPT,NFO
23199490,90623,EXIDEIND25JUL370CE,EXIDEIND,0.0,2025-07-31,370.0,0.05,1800,CE,NFO-OPT,NFO
23199746,90624,EXIDEIND25JUL370PE,EXIDEIND,0.0,2025-07-31,370.0,0.05,1800,PE,NFO-OPT,NFO
24104706,94159,EXIDEIND25JUL395CE,EXIDEIND,0.0,2025-07-31,395.0,0.05,1800,CE,NFO-OPT,NFO
24106242,94165,EXIDEIND25JUL395PE,EXIDEIND,0.0,2025-07-31,395.0,0.05,1800,PE,NFO-OPT,NFO
24098562,94135,EXIDEIND25JUL365CE,EXIDEIND,0.0,2025-07-31,365.0,0.05,1800,CE,NFO-OPT,NFO
24098818,94136,EXIDEIND25JUL365PE,EXIDEIND,0.0,2025-07-31,365.0,0.05,1800,PE,NFO-OPT,NFO
23202562,90635,EXIDEIND25JUL400CE,EXIDEIND,0.0,2025-07-31,400.0,0.05,1800,CE,NFO-OPT,NFO
23202818,90636,EXIDEIND25JUL400PE,EXIDEIND,0.0,2025-07-31,400.0,0.05,1800,PE,NFO-OPT,NFO
23198978,90621,EXIDEIND25JUL360CE,EXIDEIND,0.0,2025-07-31,360.0,0.05,1800,CE,NFO-OPT,NFO
23199234,90622,EXIDEIND25JUL360PE,EXIDEIND,0.0,2025-07-31,360.0,0.05,1800,PE,NFO-OPT,NFO
24106498,94166,EXIDEIND25JUL405CE,EXIDEIND,0.0,2025-07-31,405.0,0.05,1800,CE,NFO-OPT,NFO
24109314,94177,EXIDEIND25JUL405PE,EXIDEIND,0.0,2025-07-31,405.0,0.05,1800,PE,NFO-OPT,NFO
24098050,94133,EXIDEIND25JUL355CE,EXIDEIND,0.0,2025-07-31,355.0,0.05,1800,CE,NFO-OPT,NFO
24098306,94134,EXIDEIND25JUL355PE,EXIDEIND,0.0,2025-07-31,355.0,0.05,1800,PE,NFO-OPT,NFO
23203074,90637,EXIDEIND25JUL410CE,EXIDEIND,0.0,2025-07-31,410.0,0.05,1800,CE,NFO-OPT,NFO
23203330,90638,EXIDEIND25JUL410PE,EXIDEIND,0.0,2025-07-31,410.0,0.05,1800,PE,NFO-OPT,NFO
23190530,90588,EXIDEIND25JUL350CE,EXIDEIND,0.0,2025-07-31,350.0,0.05,1800,CE,NFO-OPT,NFO
23191298,90591,EXIDEIND25JUL350PE,EXIDEIND,0.0,2025-07-31,350.0,0.05,1800,PE,NFO-OPT,NFO
24112130,94188,EXIDEIND25JUL415CE,EXIDEIND,0.0,2025-07-31,415.0,0.05,1800,CE,NFO-OPT,NFO
24113666,94194,EXIDEIND25JUL415PE,EXIDEIND,0.0,2025-07-31,415.0,0.05,1800,PE,NFO-OPT,NFO
24097538,94131,EXIDEIND25JUL345CE,EXIDEIND,0.0,2025-07-31,345.0,0.05,1800,CE,NFO-OPT,NFO
24097794,94132,EXIDEIND25JUL345PE,EXIDEIND,0.0,2025-07-31,345.0,0.05,1800,PE,NFO-OPT,NFO
23203842,90640,EXIDEIND25JUL420PE,EXIDEIND,0.0,2025-07-31,420.0,0.05,1800,PE,NFO-OPT,NFO
23205634,90647,EXIDEIND25JUL460CE,EXIDEIND,0.0,2025-07-31,460.0,0.05,1800,CE,NFO-OPT,NFO
23205122,90645,EXIDEIND25JUL450CE,EXIDEIND,0.0,2025-07-31,450.0,0.05,1800,CE,NFO-OPT,NFO
23205378,90646,EXIDEIND25JUL450PE,EXIDEIND,0.0,2025-07-31,450.0,0.05,1800,PE,NFO-OPT,NFO
23204610,90643,EXIDEIND25JUL440CE,EXIDEIND,0.0,2025-07-31,440.0,0.05,1800,CE,NFO-OPT,NFO
23204866,90644,EXIDEIND25JUL440PE,EXIDEIND,0.0,2025-07-31,440.0,0.05,1800,PE,NFO-OPT,NFO
24114434,94197,EXIDEIND25JUL435CE,EXIDEIND,0.0,2025-07-31,435.0,0.05,1800,CE,NFO-OPT,NFO
24115202,94200,EXIDEIND25JUL435PE,EXIDEIND,0.0,2025-07-31,435.0,0.05,1800,PE,NFO-OPT,NFO
23204098,90641,EXIDEIND25JUL430CE,EXIDEIND,0.0,2025-07-31,430.0,0.05,1800,CE,NFO-OPT,NFO
23204354,90642,EXIDEIND25JUL430PE,EXIDEIND,0.0,2025-07-31,430.0,0.05,1800,PE,NFO-OPT,NFO
24113922,94195,EXIDEIND25JUL425CE,EXIDEIND,0.0,2025-07-31,425.0,0.05,1800,CE,NFO-OPT,NFO
24114178,94196,EXIDEIND25JUL425PE,EXIDEIND,0.0,2025-07-31,425.0,0.05,1800,PE,NFO-OPT,NFO
23203586,90639,EXIDEIND25JUL420CE,EXIDEIND,0.0,2025-07-31,420.0,0.05,1800,CE,NFO-OPT,NFO
23190018,90586,EXIDEIND25JUL340CE,EXIDEIND,0.0,2025-07-31,340.0,0.05,1800,CE,NFO-OPT,NFO
23190274,90587,EXIDEIND25JUL340PE,EXIDEIND,0.0,2025-07-31,340.0,0.05,1800,PE,NFO-OPT,NFO
23189506,90584,EXIDEIND25JUL330CE,EXIDEIND,0.0,2025-07-31,330.0,0.05,1800,CE,NFO-OPT,NFO
23189762,90585,EXIDEIND25JUL330PE,EXIDEIND,0.0,2025-07-31,330.0,0.05,1800,PE,NFO-OPT,NFO
23188994,90582,EXIDEIND25JUL320CE,EXIDEIND,0.0,2025-07-31,320.0,0.05,1800,CE,NFO-OPT,NFO
23189250,90583,EXIDEIND25JUL320PE,EXIDEIND,0.0,2025-07-31,320.0,0.05,1800,PE,NFO-OPT,NFO
21836290,85298,EXIDEIND25AUG385CE,EXIDEIND,0.0,2025-08-28,385.0,0.05,1800,CE,NFO-OPT,NFO
21836546,85299,EXIDEIND25AUG385PE,EXIDEIND,0.0,2025-08-28,385.0,0.05,1800,PE,NFO-OPT,NFO
24130306,94259,EXIDEIND25AUG380CE,EXIDEIND,0.0,2025-08-28,380.0,0.05,1800,CE,NFO-OPT,NFO
24130562,94260,EXIDEIND25AUG380PE,EXIDEIND,0.0,2025-08-28,380.0,0.05,1800,PE,NFO-OPT,NFO
24130818,94261,EXIDEIND25AUG390CE,EXIDEIND,0.0,2025-08-28,390.0,0.05,1800,CE,NFO-OPT,NFO
24131074,94262,EXIDEIND25AUG390PE,EXIDEIND,0.0,2025-08-28,390.0,0.05,1800,PE,NFO-OPT,NFO
21835778,85296,EXIDEIND25AUG375CE,EXIDEIND,0.0,2025-08-28,375.0,0.05,1800,CE,NFO-OPT,NFO
21836034,85297,EXIDEIND25AUG375PE,EXIDEIND,0.0,2025-08-28,375.0,0.05,1800,PE,NFO-OPT,NFO
21836802,85300,EXIDEIND25AUG395CE,EXIDEIND,0.0,2025-08-28,395.0,0.05,1800,CE,NFO-OPT,NFO
21837058,85301,EXIDEIND25AUG395PE,EXIDEIND,0.0,2025-08-28,395.0,0.05,1800,PE,NFO-OPT,NFO
24129794,94257,EXIDEIND25AUG370CE,EXIDEIND,0.0,2025-08-28,370.0,0.05,1800,CE,NFO-OPT,NFO
24130050,94258,EXIDEIND25AUG370PE,EXIDEIND,0.0,2025-08-28,370.0,0.05,1800,PE,NFO-OPT,NFO
24131330,94263,EXIDEIND25AUG400CE,EXIDEIND,0.0,2025-08-28,400.0,0.05,1800,CE,NFO-OPT,NFO
24131586,94264,EXIDEIND25AUG400PE,EXIDEIND,0.0,2025-08-28,400.0,0.05,1800,PE,NFO-OPT,NFO
21835266,85294,EXIDEIND25AUG365CE,EXIDEIND,0.0,2025-08-28,365.0,0.05,1800,CE,NFO-OPT,NFO
21835522,85295,EXIDEIND25AUG365PE,EXIDEIND,0.0,2025-08-28,365.0,0.05,1800,PE,NFO-OPT,NFO
21837314,85302,EXIDEIND25AUG405CE,EXIDEIND,0.0,2025-08-28,405.0,0.05,1800,CE,NFO-OPT,NFO
21837570,85303,EXIDEIND25AUG405PE,EXIDEIND,0.0,2025-08-28,405.0,0.05,1800,PE,NFO-OPT,NFO
24129282,94255,EXIDEIND25AUG360CE,EXIDEIND,0.0,2025-08-28,360.0,0.05,1800,CE,NFO-OPT,NFO
24129538,94256,EXIDEIND25AUG360PE,EXIDEIND,0.0,2025-08-28,360.0,0.05,1800,PE,NFO-OPT,NFO
24131842,94265,EXIDEIND25AUG410CE,EXIDEIND,0.0,2025-08-28,410.0,0.05,1800,CE,NFO-OPT,NFO
24132610,94268,EXIDEIND25AUG410PE,EXIDEIND,0.0,2025-08-28,410.0,0.05,1800,PE,NFO-OPT,NFO
21834754,85292,EXIDEIND25AUG355CE,EXIDEIND,0.0,2025-08-28,355.0,0.05,1800,CE,NFO-OPT,NFO
21835010,85293,EXIDEIND25AUG355PE,EXIDEIND,0.0,2025-08-28,355.0,0.05,1800,PE,NFO-OPT,NFO
21837826,85304,EXIDEIND25AUG415CE,EXIDEIND,0.0,2025-08-28,415.0,0.05,1800,CE,NFO-OPT,NFO
21838082,85305,EXIDEIND25AUG415PE,EXIDEIND,0.0,2025-08-28,415.0,0.05,1800,PE,NFO-OPT,NFO
24128770,94253,EXIDEIND25AUG350CE,EXIDEIND,0.0,2025-08-28,350.0,0.05,1800,CE,NFO-OPT,NFO
24129026,94254,EXIDEIND25AUG350PE,EXIDEIND,0.0,2025-08-28,350.0,0.05,1800,PE,NFO-OPT,NFO
24132866,94269,EXIDEIND25AUG420CE,EXIDEIND,0.0,2025-08-28,420.0,0.05,1800,CE,NFO-OPT,NFO
24133122,94270,EXIDEIND25AUG420PE,EXIDEIND,0.0,2025-08-28,420.0,0.05,1800,PE,NFO-OPT,NFO
21838594,85307,EXIDEIND25AUG425PE,EXIDEIND,0.0,2025-08-28,425.0,0.05,1800,PE,NFO-OPT,NFO
24134914,94277,EXIDEIND25AUG450CE,EXIDEIND,0.0,2025-08-28,450.0,0.05,1800,CE,NFO-OPT,NFO
24135170,94278,EXIDEIND25AUG450PE,EXIDEIND,0.0,2025-08-28,450.0,0.05,1800,PE,NFO-OPT,NFO
24133890,94273,EXIDEIND25AUG440CE,EXIDEIND,0.0,2025-08-28,440.0,0.05,1800,CE,NFO-OPT,NFO
24134658,94276,EXIDEIND25AUG440PE,EXIDEIND,0.0,2025-08-28,440.0,0.05,1800,PE,NFO-OPT,NFO
21838850,85308,EXIDEIND25AUG435CE,EXIDEIND,0.0,2025-08-28,435.0,0.05,1800,CE,NFO-OPT,NFO
21839106,85309,EXIDEIND25AUG435PE,EXIDEIND,0.0,2025-08-28,435.0,0.05,1800,PE,NFO-OPT,NFO
24133378,94271,EXIDEIND25AUG430CE,EXIDEIND,0.0,2025-08-28,430.0,0.05,1800,CE,NFO-OPT,NFO
24133634,94272,EXIDEIND25AUG430PE,EXIDEIND,0.0,2025-08-28,430.0,0.05,1800,PE,NFO-OPT,NFO
21838338,85306,EXIDEIND25AUG425CE,EXIDEIND,0.0,2025-08-28,425.0,0.05,1800,CE,NFO-OPT,NFO
21833730,85288,EXIDEIND25AUG345CE,EXIDEIND,0.0,2025-08-28,345.0,0.05,1800,CE,NFO-OPT,NFO
21833986,85289,EXIDEIND25AUG345PE,EXIDEIND,0.0,2025-08-28,345.0,0.05,1800,PE,NFO-OPT,NFO
24128258,94251,EXIDEIND25AUG340CE,EXIDEIND,0.0,2025-08-28,340.0,0.05,1800,CE,NFO-OPT,NFO
24128514,94252,EXIDEIND25AUG340PE,EXIDEIND,0.0,2025-08-28,340.0,0.05,1800,PE,NFO-OPT,NFO
24126722,94245,EXIDEIND25AUG330CE,EXIDEIND,0.0,2025-08-28,330.0,0.05,1800,CE,NFO-OPT,NFO
24126978,94246,EXIDEIND25AUG330PE,EXIDEIND,0.0,2025-08-28,330.0,0.05,1800,PE,NFO-OPT,NFO
24126210,94243,EXIDEIND25AUG320CE,EXIDEIND,0.0,2025-08-28,320.0,0.05,1800,CE,NFO-OPT,NFO
24126466,94244,EXIDEIND25AUG320PE,EXIDEIND,0.0,2025-08-28,320.0,0.05,1800,PE,NFO-OPT,NFO
21877506,85459,EXIDEIND25SEP390CE,EXIDEIND,0.0,2025-09-30,390.0,0.05,1800,CE,NFO-OPT,NFO
21877762,85460,EXIDEIND25SEP390PE,EXIDEIND,0.0,2025-09-30,390.0,0.05,1800,PE,NFO-OPT,NFO
21875458,85451,EXIDEIND25SEP380CE,EXIDEIND,0.0,2025-09-30,380.0,0.05,1800,CE,NFO-OPT,NFO
21875714,85452,EXIDEIND25SEP380PE,EXIDEIND,0.0,2025-09-30,380.0,0.05,1800,PE,NFO-OPT,NFO
21878018,85461,EXIDEIND25SEP400CE,EXIDEIND,0.0,2025-09-30,400.0,0.05,1800,CE,NFO-OPT,NFO
21878274,85462,EXIDEIND25SEP400PE,EXIDEIND,0.0,2025-09-30,400.0,0.05,1800,PE,NFO-OPT,NFO
21874946,85449,EXIDEIND25SEP370CE,EXIDEIND,0.0,2025-09-30,370.0,0.05,1800,CE,NFO-OPT,NFO
21875202,85450,EXIDEIND25SEP370PE,EXIDEIND,0.0,2025-09-30,370.0,0.05,1800,PE,NFO-OPT,NFO
21878530,85463,EXIDEIND25SEP410CE,EXIDEIND,0.0,2025-09-30,410.0,0.05,1800,CE,NFO-OPT,NFO
21879042,85465,EXIDEIND25SEP410PE,EXIDEIND,0.0,2025-09-30,410.0,0.05,1800,PE,NFO-OPT,NFO
21874178,85446,EXIDEIND25SEP360CE,EXIDEIND,0.0,2025-09-30,360.0,0.05,1800,CE,NFO-OPT,NFO
21874690,85448,EXIDEIND25SEP360PE,EXIDEIND,0.0,2025-09-30,360.0,0.05,1800,PE,NFO-OPT,NFO
21879298,85466,EXIDEIND25SEP420CE,EXIDEIND,0.0,2025-09-30,420.0,0.05,1800,CE,NFO-OPT,NFO
21879554,85467,EXIDEIND25SEP420PE,EXIDEIND,0.0,2025-09-30,420.0,0.05,1800,PE,NFO-OPT,NFO
21873666,85444,EXIDEIND25SEP350CE,EXIDEIND,0.0,2025-09-30,350.0,0.05,1800,CE,NFO-OPT,NFO
21873922,85445,EXIDEIND25SEP350PE,EXIDEIND,0.0,2025-09-30,350.0,0.05,1800,PE,NFO-OPT,NFO
21879810,85468,EXIDEIND25SEP430CE,EXIDEIND,0.0,2025-09-30,430.0,0.05,1800,CE,NFO-OPT,NFO
21880066,85469,EXIDEIND25SEP430PE,EXIDEIND,0.0,2025-09-30,430.0,0.05,1800,PE,NFO-OPT,NFO
21873154,85442,EXIDEIND25SEP340CE,EXIDEIND,0.0,2025-09-30,340.0,0.05,1800,CE,NFO-OPT,NFO
21873410,85443,EXIDEIND25SEP340PE,EXIDEIND,0.0,2025-09-30,340.0,0.05,1800,PE,NFO-OPT,NFO
21880322,85470,EXIDEIND25SEP440CE,EXIDEIND,0.0,2025-09-30,440.0,0.05,1800,CE,NFO-OPT,NFO
21880578,85471,EXIDEIND25SEP440PE,EXIDEIND,0.0,2025-09-30,440.0,0.05,1800,PE,NFO-OPT,NFO
21868034,85422,EXIDEIND25SEP320CE,EXIDEIND,0.0,2025-09-30,320.0,0.05,1800,CE,NFO-OPT,NFO
21868546,85424,EXIDEIND25SEP320PE,EXIDEIND,0.0,2025-09-30,320.0,0.05,1800,PE,NFO-OPT,NFO
21881346,85474,EXIDEIND25SEP460CE,EXIDEIND,0.0,2025-09-30,460.0,0.05,1800,CE,NFO-OPT,NFO
21881602,85475,EXIDEIND25SEP460PE,EXIDEIND,0.0,2025-09-30,460.0,0.05,1800,PE,NFO-OPT,NFO
24152322,94345,FEDERALBNK25JUL207.5CE,FEDERALBNK,0.0,2025-07-31,207.5,0.05,5000,CE,NFO-OPT,NFO
24152578,94346,FEDERALBNK25JUL207.5PE,FEDERALBNK,0.0,2025-07-31,207.5,0.05,5000,PE,NFO-OPT,NFO
23297794,91007,FEDERALBNK25JUL205CE,FEDERALBNK,0.0,2025-07-31,205.0,0.05,5000,CE,NFO-OPT,NFO
23306498,91041,FEDERALBNK25JUL205PE,FEDERALBNK,0.0,2025-07-31,205.0,0.05,5000,PE,NFO-OPT,NFO
23306754,91042,FEDERALBNK25JUL210CE,FEDERALBNK,0.0,2025-07-31,210.0,0.05,5000,CE,NFO-OPT,NFO
23307010,91043,FEDERALBNK25JUL210PE,FEDERALBNK,0.0,2025-07-31,210.0,0.05,5000,PE,NFO-OPT,NFO
24151810,94343,FEDERALBNK25JUL202.5CE,FEDERALBNK,0.0,2025-07-31,202.5,0.05,5000,CE,NFO-OPT,NFO
24152066,94344,FEDERALBNK25JUL202.5PE,FEDERALBNK,0.0,2025-07-31,202.5,0.05,5000,PE,NFO-OPT,NFO
24152834,94347,FEDERALBNK25JUL212.5CE,FEDERALBNK,0.0,2025-07-31,212.5,0.05,5000,CE,NFO-OPT,NFO
24153090,94348,FEDERALBNK25JUL212.5PE,FEDERALBNK,0.0,2025-07-31,212.5,0.05,5000,PE,NFO-OPT,NFO
23296770,91003,FEDERALBNK25JUL200CE,FEDERALBNK,0.0,2025-07-31,200.0,0.05,5000,CE,NFO-OPT,NFO
23297538,91006,FEDERALBNK25JUL200PE,FEDERALBNK,0.0,2025-07-31,200.0,0.05,5000,PE,NFO-OPT,NFO
23307266,91044,FEDERALBNK25JUL215CE,FEDERALBNK,0.0,2025-07-31,215.0,0.05,5000,CE,NFO-OPT,NFO
23307522,91045,FEDERALBNK25JUL215PE,FEDERALBNK,0.0,2025-07-31,215.0,0.05,5000,PE,NFO-OPT,NFO
24151298,94341,FEDERALBNK25JUL197.5CE,FEDERALBNK,0.0,2025-07-31,197.5,0.05,5000,CE,NFO-OPT,NFO
24151554,94342,FEDERALBNK25JUL197.5PE,FEDERALBNK,0.0,2025-07-31,197.5,0.05,5000,PE,NFO-OPT,NFO
24153346,94349,FEDERALBNK25JUL217.5CE,FEDERALBNK,0.0,2025-07-31,217.5,0.05,5000,CE,NFO-OPT,NFO
24153602,94350,FEDERALBNK25JUL217.5PE,FEDERALBNK,0.0,2025-07-31,217.5,0.05,5000,PE,NFO-OPT,NFO
23296258,91001,FEDERALBNK25JUL195CE,FEDERALBNK,0.0,2025-07-31,195.0,0.05,5000,CE,NFO-OPT,NFO
23296514,91002,FEDERALBNK25JUL195PE,FEDERALBNK,0.0,2025-07-31,195.0,0.05,5000,PE,NFO-OPT,NFO
23307778,91046,FEDERALBNK25JUL220CE,FEDERALBNK,0.0,2025-07-31,220.0,0.05,5000,CE,NFO-OPT,NFO
23308034,91047,FEDERALBNK25JUL220PE,FEDERALBNK,0.0,2025-07-31,220.0,0.05,5000,PE,NFO-OPT,NFO
24150786,94339,FEDERALBNK25JUL192.5CE,FEDERALBNK,0.0,2025-07-31,192.5,0.05,5000,CE,NFO-OPT,NFO
24151042,94340,FEDERALBNK25JUL192.5PE,FEDERALBNK,0.0,2025-07-31,192.5,0.05,5000,PE,NFO-OPT,NFO
24153858,94351,FEDERALBNK25JUL222.5CE,FEDERALBNK,0.0,2025-07-31,222.5,0.05,5000,CE,NFO-OPT,NFO
24166402,94400,FEDERALBNK25JUL222.5PE,FEDERALBNK,0.0,2025-07-31,222.5,0.05,5000,PE,NFO-OPT,NFO
23295746,90999,FEDERALBNK25JUL190CE,FEDERALBNK,0.0,2025-07-31,190.0,0.05,5000,CE,NFO-OPT,NFO
23296002,91000,FEDERALBNK25JUL190PE,FEDERALBNK,0.0,2025-07-31,190.0,0.05,5000,PE,NFO-OPT,NFO
23308290,91048,FEDERALBNK25JUL225CE,FEDERALBNK,0.0,2025-07-31,225.0,0.05,5000,CE,NFO-OPT,NFO
23308546,91049,FEDERALBNK25JUL225PE,FEDERALBNK,0.0,2025-07-31,225.0,0.05,5000,PE,NFO-OPT,NFO
24166914,94402,FEDERALBNK25JUL227.5PE,FEDERALBNK,0.0,2025-07-31,227.5,0.05,5000,PE,NFO-OPT,NFO
23323906,91109,FEDERALBNK25JUL250CE,FEDERALBNK,0.0,2025-07-31,250.0,0.05,5000,CE,NFO-OPT,NFO
23324162,91110,FEDERALBNK25JUL250PE,FEDERALBNK,0.0,2025-07-31,250.0,0.05,5000,PE,NFO-OPT,NFO
23323394,91107,FEDERALBNK25JUL245CE,FEDERALBNK,0.0,2025-07-31,245.0,0.05,5000,CE,NFO-OPT,NFO
23323650,91108,FEDERALBNK25JUL245PE,FEDERALBNK,0.0,2025-07-31,245.0,0.05,5000,PE,NFO-OPT,NFO
23322882,91105,FEDERALBNK25JUL240CE,FEDERALBNK,0.0,2025-07-31,240.0,0.05,5000,CE,NFO-OPT,NFO
23323138,91106,FEDERALBNK25JUL240PE,FEDERALBNK,0.0,2025-07-31,240.0,0.05,5000,PE,NFO-OPT,NFO
24167682,94405,FEDERALBNK25JUL237.5CE,FEDERALBNK,0.0,2025-07-31,237.5,0.05,5000,CE,NFO-OPT,NFO
24167938,94406,FEDERALBNK25JUL237.5PE,FEDERALBNK,0.0,2025-07-31,237.5,0.05,5000,PE,NFO-OPT,NFO
23314178,91071,FEDERALBNK25JUL235CE,FEDERALBNK,0.0,2025-07-31,235.0,0.05,5000,CE,NFO-OPT,NFO
23314434,91072,FEDERALBNK25JUL235PE,FEDERALBNK,0.0,2025-07-31,235.0,0.05,5000,PE,NFO-OPT,NFO
24167170,94403,FEDERALBNK25JUL232.5CE,FEDERALBNK,0.0,2025-07-31,232.5,0.05,5000,CE,NFO-OPT,NFO
24167426,94404,FEDERALBNK25JUL232.5PE,FEDERALBNK,0.0,2025-07-31,232.5,0.05,5000,PE,NFO-OPT,NFO
23308802,91050,FEDERALBNK25JUL230CE,FEDERALBNK,0.0,2025-07-31,230.0,0.05,5000,CE,NFO-OPT,NFO
23309058,91051,FEDERALBNK25JUL230PE,FEDERALBNK,0.0,2025-07-31,230.0,0.05,5000,PE,NFO-OPT,NFO
24166658,94401,FEDERALBNK25JUL227.5CE,FEDERALBNK,0.0,2025-07-31,227.5,0.05,5000,CE,NFO-OPT,NFO
24150274,94337,FEDERALBNK25JUL187.5CE,FEDERALBNK,0.0,2025-07-31,187.5,0.05,5000,CE,NFO-OPT,NFO
24150530,94338,FEDERALBNK25JUL187.5PE,FEDERALBNK,0.0,2025-07-31,187.5,0.05,5000,PE,NFO-OPT,NFO
23295234,90997,FEDERALBNK25JUL185CE,FEDERALBNK,0.0,2025-07-31,185.0,0.05,5000,CE,NFO-OPT,NFO
23295490,90998,FEDERALBNK25JUL185PE,FEDERALBNK,0.0,2025-07-31,185.0,0.05,5000,PE,NFO-OPT,NFO
23294722,90995,FEDERALBNK25JUL180CE,FEDERALBNK,0.0,2025-07-31,180.0,0.05,5000,CE,NFO-OPT,NFO
23294978,90996,FEDERALBNK25JUL180PE,FEDERALBNK,0.0,2025-07-31,180.0,0.05,5000,PE,NFO-OPT,NFO
23282434,90947,FEDERALBNK25JUL175CE,FEDERALBNK,0.0,2025-07-31,175.0,0.05,5000,CE,NFO-OPT,NFO
23294466,90994,FEDERALBNK25JUL175PE,FEDERALBNK,0.0,2025-07-31,175.0,0.05,5000,PE,NFO-OPT,NFO
23282178,90946,FEDERALBNK25JUL170PE,FEDERALBNK,0.0,2025-07-31,170.0,0.05,5000,PE,NFO-OPT,NFO
24181762,94460,FEDERALBNK25AUG205CE,FEDERALBNK,0.0,2025-08-28,205.0,0.05,5000,CE,NFO-OPT,NFO
24182018,94461,FEDERALBNK25AUG205PE,FEDERALBNK,0.0,2025-08-28,205.0,0.05,5000,PE,NFO-OPT,NFO
21923842,85640,FEDERALBNK25AUG207.5CE,FEDERALBNK,0.0,2025-08-28,207.5,0.05,5000,CE,NFO-OPT,NFO
21924098,85641,FEDERALBNK25AUG207.5PE,FEDERALBNK,0.0,2025-08-28,207.5,0.05,5000,PE,NFO-OPT,NFO
21923330,85638,FEDERALBNK25AUG202.5CE,FEDERALBNK,0.0,2025-08-28,202.5,0.05,5000,CE,NFO-OPT,NFO
21923586,85639,FEDERALBNK25AUG202.5PE,FEDERALBNK,0.0,2025-08-28,202.5,0.05,5000,PE,NFO-OPT,NFO
24182274,94462,FEDERALBNK25AUG210CE,FEDERALBNK,0.0,2025-08-28,210.0,0.05,5000,CE,NFO-OPT,NFO
24182530,94463,FEDERALBNK25AUG210PE,FEDERALBNK,0.0,2025-08-28,210.0,0.05,5000,PE,NFO-OPT,NFO
24181250,94458,FEDERALBNK25AUG200CE,FEDERALBNK,0.0,2025-08-28,200.0,0.05,5000,CE,NFO-OPT,NFO
24181506,94459,FEDERALBNK25AUG200PE,FEDERALBNK,0.0,2025-08-28,200.0,0.05,5000,PE,NFO-OPT,NFO
21924354,85642,FEDERALBNK25AUG212.5CE,FEDERALBNK,0.0,2025-08-28,212.5,0.05,5000,CE,NFO-OPT,NFO
21924610,85643,FEDERALBNK25AUG212.5PE,FEDERALBNK,0.0,2025-08-28,212.5,0.05,5000,PE,NFO-OPT,NFO
21922050,85633,FEDERALBNK25AUG197.5CE,FEDERALBNK,0.0,2025-08-28,197.5,0.05,5000,CE,NFO-OPT,NFO
21923074,85637,FEDERALBNK25AUG197.5PE,FEDERALBNK,0.0,2025-08-28,197.5,0.05,5000,PE,NFO-OPT,NFO
24182786,94464,FEDERALBNK25AUG215CE,FEDERALBNK,0.0,2025-08-28,215.0,0.05,5000,CE,NFO-OPT,NFO
24183042,94465,FEDERALBNK25AUG215PE,FEDERALBNK,0.0,2025-08-28,215.0,0.05,5000,PE,NFO-OPT,NFO
24180738,94456,FEDERALBNK25AUG195CE,FEDERALBNK,0.0,2025-08-28,195.0,0.05,5000,CE,NFO-OPT,NFO
24180994,94457,FEDERALBNK25AUG195PE,FEDERALBNK,0.0,2025-08-28,195.0,0.05,5000,PE,NFO-OPT,NFO
21924866,85644,FEDERALBNK25AUG217.5CE,FEDERALBNK,0.0,2025-08-28,217.5,0.05,5000,CE,NFO-OPT,NFO
21926402,85650,FEDERALBNK25AUG217.5PE,FEDERALBNK,0.0,2025-08-28,217.5,0.05,5000,PE,NFO-OPT,NFO
21921538,85631,FEDERALBNK25AUG192.5CE,FEDERALBNK,0.0,2025-08-28,192.5,0.05,5000,CE,NFO-OPT,NFO
21921794,85632,FEDERALBNK25AUG192.5PE,FEDERALBNK,0.0,2025-08-28,192.5,0.05,5000,PE,NFO-OPT,NFO
24183298,94466,FEDERALBNK25AUG220CE,FEDERALBNK,0.0,2025-08-28,220.0,0.05,5000,CE,NFO-OPT,NFO
24183554,94467,FEDERALBNK25AUG220PE,FEDERALBNK,0.0,2025-08-28,220.0,0.05,5000,PE,NFO-OPT,NFO
24180226,94454,FEDERALBNK25AUG190CE,FEDERALBNK,0.0,2025-08-28,190.0,0.05,5000,CE,NFO-OPT,NFO
24180482,94455,FEDERALBNK25AUG190PE,FEDERALBNK,0.0,2025-08-28,190.0,0.05,5000,PE,NFO-OPT,NFO
21926658,85651,FEDERALBNK25AUG222.5CE,FEDERALBNK,0.0,2025-08-28,222.5,0.05,5000,CE,NFO-OPT,NFO
21926914,85652,FEDERALBNK25AUG222.5PE,FEDERALBNK,0.0,2025-08-28,222.5,0.05,5000,PE,NFO-OPT,NFO
